idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq221,bq222,bq223,bq231,bq232,bq233,bq234,bq235,bq241,bq242,bq243,bq244,bq245,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq28_1,bq29,bq30,bq31,bq32,bq33,bq34,bq35,bq36,bq37,bq37_1,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode
10037,5,3,5,5,4,5,4,3,4,1,2,2,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,2,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,3,4,4,4,14,1,2,2,0,0,0,2,0,0,7,5,4,4,4,4,4,3,3,3,4,4,4,1,1,1,1,1,1,2,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,4,근무지랑 기업이랑 눈높이가 맞추는 역할이 커서,잡컨설턴트,컴퓨터,0,0,0,3,1,29,4,경영학과,1,1,0,1,40,3000,2500,0,22202
10038,5,2,3,3,2,2,5,3,2,1,3,2,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,3,2,2,1,3,4,3,2,1,3,2,1,1,1,1,1,2,3,1,1,1,1,5,3,1,2,2,4,3,1,3,2,0,0,0,2,0,0,4,4,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,2,1,1,2,100,0,0,3,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,1,3,시험하는 일은 꾸준히 계속된다,없음,시험기계,없음,없음,없음,3,2,24,3,전자통신,1,1,0,1,52,2500,1600,0,131201
10039,3,1,3,3,2,4,3,2,2,1,3,3,3,5,4,1,4,1,1,1,1,1,1,1,1,1,1,4,2,2,4,3,3,4,1,4,4,3,3,1,3,3,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,4,3,3,4,1,1,17,4,1,1,베이비시터자격증,0,0,2,0,0,7,2,4,3,3,4,3,2,3,3,3,3,3,2,1,4,2,2,1,1,4,0,0,0,3,0,0,0,4,0,0,0,3,0,0,1,1,2,0,2,0,2,0,2,0,1,4,육아복지정책이 확대되고 있어서,육아도우미,"책, 체온계",자영업,0,0,3,2,52,2,실업계,1,4,0,2,25,1100,800,0,550201
10040,5,1,5,1,1,5,4,5,4,2,1,3,5,5,1,1,3,5,1,1,5,5,3,1,1,1,1,2,2,4,2,4,2,5,1,3,3,2,3,3,5,4,2,1,5,1,1,1,5,1,1,1,1,1,1,1,1,5,2,1,2,1,4,7,4,1,1,안경사 면허증,0,0,2,0,0,2,4,3,3,3,4,4,1,3,0,0,4,3,2,1,3,1,1,1,3,3,100,0,0,3,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,1,2,"안경업체 시장 저하, 가격 경쟁으로 대형 업체만 살아남음",선생님,"옥습기, 포롭터, 렌즈미터",대학생,검안사,렌즈판매사,5,2,23,4,안경광학,1,1,0,1,55,2400,2000,0,307301
10041,5,2,4,4,2,4,5,3,4,1,1,3,2,5,3,3,4,5,5,2,5,5,3,5,1,5,2,5,2,3,3,3,2,5,5,3,2,2,1,2,5,5,2,3,5,4,1,1,3,1,1,1,1,1,1,1,1,3,3,3,2,1,2,13,2,4,1,수질기사,대기기사,측정분석가,1,6,QA/QC관련 실습,6,5,4,1,1,1,3,1,4,4,1,2,1,1,1,1,2,1,1,1,2,66,1,0,0,1,0,0,0,0,0,0,0,0,5,1,2,1,2,1,2,1,2,1,1,2,1,IT의 발전으로 인하여,없음,측정 분석기기,없음,없음,없음,2,2,31,4,환경생명공학,1,1,0,1,50,3500,2200,0,155401
10042,4,4,4,4,4,2,3,3,4,4,4,3,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,5,5,4,1,4,5,5,1,2,4,5,1,1,4,2,2,2,2,1,1,1,1,5,5,1,2,4,3,13,1,3,1,사무자동화산업기사,0,0,1,1,무선설비 다루기 훈련,2,4,4,3,3,4,4,4,3,3,3,3,3,1,1,1,2,1,1,1,4,70,0,0,3,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,통신수요만큼 공급도 포화상태이므로,0,내부프로그램 사무용품,0,0,0,2,1,31,4,정보통신,1,1,0,1,40,3000,2400,0,131201
10043,5,5,5,5,3,5,4,3,5,4,3,3,4,5,4,5,5,5,5,1,4,3,5,1,3,3,5,3,2,4,2,3,3,5,5,4,4,5,4,2,4,1,5,1,5,5,1,1,5,1,1,1,1,1,1,1,1,5,2,1,4,4,4,3,1,2,1,전기,용접,0,1,5,"용접,조립",6,3,3,3,3,3,4,3,2,4,2,4,4,3,1,1,1,3,1,2,4,40,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,2,3,경력,공장장,서류 등,동일,0,0,3,1,52,2,0,1,1,0,1,40,60000,17000,0,16301
10044,5,5,3,3,4,4,4,3,3,1,2,2,1,5,1,1,4,1,1,2,1,1,1,1,1,1,1,1,5,2,1,1,4,5,1,5,4,4,2,4,4,3,4,2,3,5,1,1,1,2,1,2,2,1,1,3,1,5,4,2,2,3,4,11,1,2,2,0,0,0,2,0,0,2,4,5,4,4,4,4,3,4,4,5,4,4,1,1,1,1,1,1,1,4,90,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,2,1,2,1,2,1,1,1,4,경기가 좋지 않아서,채권관리사,"컴퓨터, 대금청구서, 볼펜",없음,없음,없음,3,2,37,4,경영학과,1,1,0,1,42,4500,2800,0,32501
10045,4,1,1,1,1,2,3,1,1,1,2,3,3,5,1,1,4,5,3,2,2,2,2,1,1,2,3,3,1,5,2,2,3,5,5,2,3,1,1,2,4,4,1,2,3,5,1,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,1,4,2,0,0,0,1,2,안전교육. 기계설비 교육,2,2,3,2,2,3,3,2,2,3,3,3,2,1,1,1,2,1,1,1,2,100,0,0,3,1,0,0,0,0,0,2,0,0,0,1,1,1,2,1,2,1,2,1,1,2,1,배울려는 사람이 없어서,0,CAD,정밀 연삭 사업부,연삭연마,0,1,1,32,2,정보전자,1,1,0,1,52,3000,2700,0,823101
10046,4,1,4,3,3,5,4,4,4,3,4,3,4,5,2,1,1,1,1,1,1,4,1,1,1,1,1,5,5,2,1,2,5,5,5,5,4,4,5,4,5,4,4,2,4,4,3,1,4,3,2,2,2,3,2,2,1,5,5,4,4,3,5,19,1,2,1,정보처리시술사,0,0,1,5,수리경험,5,4,3,3,3,4,4,2,3,2,3,3,3,1,1,1,2,1,1,1,3,100,0,0,3,0,0,3,0,0,1,0,0,0,0,1,2,2,0,2,0,1,2,1,2,1,4,방송국등 중강현실 시스템 개발이 활발해서,기사,컴퓨터 하드웨어.인드.니퍼,0,영상처리원,0,4,1,40,3,컴퓨터학,1,1,0,1,49,3000,2200,0,841101
10047,4,4,4,4,4,4,3,4,3,2,2,2,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,4,1,4,3,2,3,4,4,5,4,2,3,1,1,2,1,2,3,2,2,1,1,1,1,1,2,2,4,5,4,19,1,2,1,한국속기1급,0,0,2,0,0,2,5,4,4,4,4,5,4,4,4,3,4,4,1,1,1,1,1,1,2,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,예전부터 기록에 꼭 필요한 직업이어서,기록자,더존,없음,속기사 학원강사,없음,3,1,41,4,심리학,1,1,0,1,40,3800,2600,0,29902
10048,4,3,5,5,4,5,4,5,4,2,3,3,3,5,3,1,2,2,1,1,2,2,1,1,1,1,1,1,4,2,2,2,2,2,2,4,5,4,3,3,3,3,3,2,1,3,1,1,2,1,1,1,1,1,1,1,1,3,3,3,4,3,3,3,1,2,2,0,0,0,2,0,0,2,6,4,4,4,4,4,4,3,3,3,3,3,3,1,4,1,3,1,1,2,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1,1,2,2,3,제품연구는 언제나 해야해서,없다,문서작성프로그램,없다,없다,없다,3,2,32,5,화학과,1,1,0,1,40,4000,2800,0,154102
10049,5,1,4,1,1,4,3,3,1,1,4,1,1,5,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,4,1,3,3,4,3,2,2,2,5,2,3,3,1,1,5,1,1,1,1,1,1,1,1,4,1,1,5,3,3,7,4,1,2,0,0,0,2,0,0,7,2,3,2,2,4,3,3,3,3,4,4,3,1,2,1,1,1,1,2,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,0,2,0,2,0,2,0,2,2,소득감소로,0,제분기,0,0,0,4,2,51,2,이,1,1,0,1,48,1800,1500,0,873201
10050,5,1,1,1,2,5,3,4,3,3,4,3,3,4,5,1,5,5,5,3,4,2,1,1,1,1,1,2,2,3,3,2,2,2,5,2,4,2,3,1,1,3,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,4,3,8,1,2,1,항해사면허증,선원수첩,0,1,6,"팀워크,친절교육",4,2,2,2,2,3,2,2,3,2,3,3,3,1,1,2,1,1,1,2,4,50,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,1,2,1,"환경열악,노동의댓가가 상대적으로 취약",승조원,GPS항로계기판,보험서비스판매원,없음,없음,4,1,65,3,경영학과,1,2,0,2,60,4000,3000,0,621201
10051,4,2,5,5,5,2,4,3,3,2,3,2,3,4,4,3,3,4,3,2,1,3,1,1,1,1,1,2,3,3,2,2,1,3,2,4,4,3,3,2,4,4,3,3,1,3,1,1,3,3,1,3,1,1,1,1,1,4,3,3,3,4,2,3,1,5,2,0,0,0,2,0,0,2,4,3,4,4,3,4,3,3,3,5,5,4,1,1,1,2,1,1,2,4,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,"추가 인원이 확보하지 않을것임,국내경기상황악화",0,"필기도구,수첩,컴퓨터",0,0,0,4,1,42,4,무역학,1,1,0,1,40,5290,3550,0,26101
10052,5,2,5,5,5,4,4,3,2,2,2,3,3,5,2,1,3,4,2,2,4,1,2,4,1,4,1,3,4,2,1,4,4,3,4,4,3,3,2,1,5,4,2,3,3,3,1,1,3,1,1,2,1,1,1,2,1,3,3,2,4,5,3,18,2,5,1,보존처리공,문화재기술자,학예사 자격증,2,0,0,6,6,3,2,2,2,4,3,3,1,2,3,3,3,1,1,2,3,1,1,4,60,1,0,0,0,0,0,0,5,0,0,0,0,5,1,2,2,0,1,2,2,0,2,0,2,4,문화재 보존처리 전문가는 아직 부족하므로,보존처리사,3D프로그램,없음,없음,없음,3,2,47,6,문화재보존학,1,1,0,1,40,5700,2800,0,413102
10053,4,3,5,5,4,4,4,4,5,3,4,3,3,4,4,4,3,3,4,3,2,1,1,1,1,1,1,1,4,2,2,4,2,2,1,3,4,3,2,2,4,4,3,2,2,4,1,1,2,3,2,2,2,1,1,1,1,4,3,2,1,3,4,10,1,4,2,0,0,0,1,2,사내 교육 프로그램,4,4,4,3,3,4,4,4,3,3,4,5,4,2,1,3,1,2,1,2,4,100,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,2,4,"향후에 사물인터넷 등 네트워크가 고도화, 발전되는데 그에 따라 정보보안, 개인정보보호 등이 중요하기 때문에",0,네트워크 프로그램,없음,없음,없음,2,1,35,4,국어국문학,1,3,0,1,40,3600,2000,0,132004
10054,4,2,4,4,3,4,3,4,4,3,3,3,3,4,4,1,5,3,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,1,3,4,2,1,2,3,2,3,4,2,2,2,1,5,2,1,1,1,1,1,1,1,3,2,5,5,3,2,19,1,2,1,웨딩플래너,0,0,2,0,0,4,2,2,2,2,4,3,4,3,3,3,3,3,2,1,2,2,1,1,3,3,20,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,1,2,만혼이나 비혼의 증가로 인해,예식장도우미,컴퓨터,의류업체 판매직,플로어리스트,없음,2,2,26,3,관광학,1,3,0,1,48,2000,1600,0,512102
10055,4,1,5,5,5,3,4,4,4,1,2,1,2,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,1,3,4,2,1,1,4,4,2,1,1,2,1,1,3,1,2,1,1,1,1,1,1,3,2,4,2,1,1,16,5,5,2,0,0,0,1,2,실무훈련,4,5,4,3,2,4,4,2,4,4,4,4,4,1,1,1,2,3,1,1,3,100,1,0,0,1,0,0,0,0,0,0,0,4,0,1,2,1,2,1,2,1,2,1,1,2,3,대학교가 없어지지 않는한 남을것이다,0,컴퓨터,서점점원,0,0,1,1,29,4,경제학,1,2,0,2,52,2400,2400,0,215102
10056,4,3,5,5,4,4,4,4,3,3,4,4,2,5,1,1,3,3,1,2,1,2,1,1,1,1,1,1,5,2,1,2,2,5,1,3,3,3,4,2,4,3,4,2,1,4,1,1,2,2,1,2,1,1,1,1,1,1,4,2,2,4,4,10,1,3,1,감리원 자격증,0,0,2,0,0,6,5,4,3,4,4,3,4,3,3,3,4,3,2,1,1,2,2,2,1,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,변화없음,감리원,PC,0,감사(감리원),0,2,1,41,4,전산학,1,1,0,1,58,4000,3000,0,132004
10057,5,3,5,5,5,5,3,3,4,3,3,3,2,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,4,1,4,4,4,3,2,3,3,4,4,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,5,4,4,13,1,5,2,0,0,0,2,0,0,1,5,4,3,3,3,3,3,4,4,4,4,4,1,1,1,2,1,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,2,2,마케팅 매출 감소로 인한 인력 조정,연구원,"PPT, 엑셀",마케팅연구원,0,0,3,1,44,4,사회학,1,1,0,1,50,7000,7000,0,13902
10058,5,2,5,5,5,5,4,4,4,3,3,3,4,5,4,4,3,1,1,2,1,1,1,1,1,1,1,2,3,3,2,2,1,5,1,3,4,4,3,2,3,1,4,4,3,5,1,1,4,1,1,1,1,1,1,1,1,2,4,5,4,2,2,10,1,3,2,0,0,0,1,3,수중촬영 등 고난도 촬영에 대한 직무교육,3,5,4,4,4,4,4,2,4,4,4,4,4,1,1,1,2,1,1,1,4,80,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,1,2,4,"방송 촬영기사의 세밀화와 수중촬영, 공중촬영 등",없음,"파이널 컷, CS",학생,없음,없음,4,1,31,4,Media and Production,1,1,0,1,60,3500,3200,0,416401
10059,4,2,5,5,4,5,3,3,4,1,2,4,3,4,4,4,3,3,3,1,4,2,2,3,1,3,3,3,4,2,2,1,1,2,2,1,2,2,2,2,3,4,2,2,1,4,1,1,3,1,1,1,1,1,1,2,1,3,3,2,2,3,2,3,1,2,1,토양환경기사 및 관련 기술사,수질환경기사 및 관련 기술사,지질 및 지반 기술사,1,1,현장 체험 및 실습,5,4,3,1,1,3,3,2,2,3,3,4,3,1,1,1,2,1,1,2,4,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,1,2,"현재 관련 시장규모가 점점 줄어들고 있는 성향을 보이고 있으며, 4차 산업혁명으로 바뀌어 감에 따른 트렌드의 변화로 필요한 인력의 성향이 바뀌어 가고, 이와 같은 중복적 요인들을 감소의 요인으로 보고 있다.",잘 모르겠음,"한글, MS 등",수질 분야 관리 및 연구,영업 분야,없는 것 같음,2,1,39,5,환경공학과,1,1,0,1,55,4700,2000,0,155306
10060,5,5,5,4,4,5,4,5,4,2,3,3,2,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,2,1,4,4,2,5,2,4,2,3,3,1,3,1,2,3,1,1,1,1,1,1,1,1,2,3,2,4,5,3,11,4,1,1,대리점자격증,설계사자격증,0,1,1,고객만족 교육,3,4,3,1,2,4,3,4,3,0,0,4,4,1,1,1,2,1,1,2,4,80,1,0,0,1,0,0,0,0,0,0,0,0,5,1,2,1,2,1,2,1,2,1,1,2,2,본인들이 직접 대리점으로 찾아와 설계사가 많이 필요치 않을것임,"보험설계사, 보험쟁이",사내 ERP,방송인,0,보험24시편의점,3,1,65,4,경영학,1,1,0,1,30,5400,2400,0,33201
10061,5,3,5,5,5,4,4,3,4,5,5,4,3,5,1,1,3,1,1,1,1,1,1,1,1,5,1,3,5,2,1,5,1,2,2,4,5,2,3,2,4,4,4,3,3,3,1,1,2,1,1,1,1,1,1,1,1,4,4,3,3,2,2,3,1,5,2,0,0,0,1,1,식품분석,6,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,2,3,식품업은 크게 성장하지도 불황을 겪을 업종도 아니라고 봄,없음,워드.엑셀,없음,없음,없음,4,2,43,4,식품공학,1,1,0,1,50,5500,3300,0,157101
10062,5,4,5,5,4,4,4,4,4,3,4,2,3,3,4,4,3,4,2,1,1,1,1,1,1,1,2,1,3,3,2,3,1,3,4,3,4,4,3,4,4,4,4,3,4,4,1,2,2,3,3,1,1,1,1,1,1,4,4,3,4,3,3,13,1,2,1,소음진동기사,0,0,1,2,소음진동이론,3,4,4,4,4,4,4,3,3,3,4,5,4,3,1,1,1,1,1,2,4,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,1,1,1,3,0,1,1,1,5,소음의 영향이 증가할 것으로 예상됨,0,실내소음예측- 오데온/ 실외소음예측 - 캐드나,학생,층간소음상담사,0,3,1,34,5,건축공학,1,2,0,1,47,4000,3000,0,155305
10063,3,3,4,4,4,4,4,3,4,2,2,3,2,5,3,1,3,1,2,2,1,1,1,1,1,1,1,1,4,2,2,4,1,2,1,3,2,2,2,3,4,3,3,2,4,3,1,1,3,1,2,2,2,1,1,1,1,4,4,3,3,4,4,10,1,2,2,0,0,0,1,4,문화 관련 교육 및 습작,5,5,3,3,3,2,3,3,4,4,4,4,4,1,1,1,1,1,2,3,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1,3,0,2,2,게임산업 축소와 독점에 다른 근로자 감소,없다,각종문서작성프로그램,게임기획자,작가,없다,3,1,36,4,문예창작학,1,1,0,1,50,3600,2000,0,411105
10064,5,2,5,4,5,5,4,4,3,2,3,3,3,5,3,2,3,2,2,1,2,1,1,1,1,1,1,1,5,1,1,5,1,5,1,3,4,5,3,3,3,3,3,3,1,2,1,1,3,1,1,1,1,1,1,1,1,3,3,2,4,4,4,15,2,6,2,0,0,0,1,1,직무교육,4,5,4,4,4,4,4,3,4,3,4,4,4,3,1,1,1,1,1,1,4,80,1,0,0,5,0,0,0,0,1,0,0,0,0,1,2,2,0,1,2,2,0,2,0,2,3,정부정책의 변화가 일자리 좌우,없음,새올프로그램,없음,없음,없음,3,2,50,4,지리교육학,1,1,0,1,48,3300,1800,0,155501
10065,4,4,5,4,3,4,1,4,4,3,4,3,3,5,3,1,3,2,2,1,2,1,1,1,1,1,1,1,5,1,1,4,1,3,2,3,4,3,4,3,4,2,4,2,3,3,1,1,3,2,2,2,2,1,1,1,1,4,3,2,3,4,3,10,4,1,2,0,0,0,2,0,0,3,4,4,3,2,3,4,3,3,0,0,0,3,3,2,4,1,3,1,3,2,0,0,2,0,0,0,0,0,5,0,0,0,0,5,3,0,2,0,2,0,1,2,1,1,1,3,어느정도 수요와 공급이 비슷하기 때문에 큰 변화는 없을 것이다,없음,노트북,없음,없음,없음,4,1,56,4,전기,2,0,5,0,50,0,0,5000,136001
10066,4,2,5,5,5,5,3,4,4,3,3,2,2,5,4,4,3,1,3,1,2,1,1,1,1,1,1,1,3,3,2,2,3,3,1,2,4,3,1,4,4,4,1,1,3,3,1,1,5,1,1,1,2,1,1,2,1,2,4,3,4,3,4,18,2,2,1,준사서 자격증,0,0,1,3,사서업무 관련 교육,4,5,4,4,4,4,4,3,2,3,3,4,3,1,1,1,2,1,1,2,3,80,1,0,0,0,0,0,4,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,2,2,전자책 무인도서대출 반납기등 사서업무를 대체할수 있는 시스템이 많이 발달될것으로 생각됨,0,사서 코라스,기간제 사서,기록물 관리사,0,4,2,36,3,문헌정보,1,1,0,1,20,2000,1500,0,413201
10067,5,2,5,3,2,5,2,5,3,3,3,3,4,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,1,3,4,2,5,2,3,5,5,5,1,1,1,2,5,1,1,1,1,1,1,1,1,4,1,5,3,2,1,19,4,1,1,네일아트자격증,0,0,1,1,무한연습(숙련도),7,2,4,4,3,5,5,2,4,0,0,0,4,1,2,4,1,1,1,3,5,0,0,2,0,0,0,0,0,5,0,0,0,0,5,1,2,2,0,2,0,2,0,2,0,2,4,관심도가 증가하고 있어서,없음,샤퍼. 니퍼. 붓,없음,없음,없음,4,2,27,3,미용학,2,0,5,0,54,0,0,3000,511302
10068,5,3,5,5,5,5,4,4,3,3,4,3,2,5,5,1,2,5,5,4,4,4,2,3,4,4,4,3,3,2,2,4,2,4,4,3,4,4,2,3,3,3,2,2,3,4,1,1,4,1,1,1,1,1,1,1,1,3,3,2,3,3,2,16,5,6,1,열관리기능사,고압가스냉동기사,고압가스취급기능사,1,5,법정교육,5,2,3,4,4,4,3,3,3,2,3,4,4,2,1,1,2,1,1,1,4,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,1,1,OA AI,없음,자동제어,"생산, 공목",설비 보수업,없음,2,1,55,2,기계,1,1,0,1,52,7800,2800,0,814001
10069,4,4,4,3,3,3,4,4,5,4,4,3,3,5,3,3,5,2,2,1,1,1,1,1,2,1,1,1,2,4,2,5,3,2,1,2,2,2,3,1,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,4,18,1,5,1,코치,0,0,1,3,운동선수를 관리하기 위한 지도자훈련,3,6,4,4,4,4,5,4,3,3,4,4,5,3,1,1,1,3,3,3,4,90,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,프로팀 수 동일,없음,농구공,농구선수,"운동, 감독",없음,3,1,37,5,경제학,1,3,0,2,52,7000,4000,0,420101
10070,2,1,3,5,5,5,3,2,4,3,2,4,4,5,1,1,4,1,2,2,1,1,1,1,1,1,1,1,5,2,1,1,1,2,1,3,3,2,2,2,2,2,3,4,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,6,1,5,1,토목기사,정보처리기사,지적기사,1,3,경력관리 교육은 필요합니다.,4,5,3,1,1,4,4,1,2,2,3,2,3,1,1,1,2,1,1,3,3,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,2,0,1,2,직업특성상 휴일이 보장되지가 않기 때문에 다들 기피하는 직종이다보니 많이 감소할거라 예상되어집니다,"노가대꾼, 토쟁이","엑셀, 캐드, 한글",0,0,굴삭기 기능사 자격증을 취득하여 장비기사가 되고 싶습니다,2,1,32,4,토목공학,1,1,0,1,48,4800,3800,0,140306
10071,4,1,1,1,1,4,4,4,4,1,1,2,3,5,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,5,1,1,1,1,3,3,3,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,2,7,1,6,2,0,0,0,2,0,0,7,3,3,2,2,2,2,4,4,3,3,3,4,3,1,4,1,1,1,1,4,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,3,2,0,1,3,이 전 10년에도 그랬기 때문,없음,없음,0,본사,0,4,2,23,4,법학,1,1,0,1,20,1200,1200,0,615101
10072,4,3,5,5,4,3,4,4,4,2,3,4,3,4,4,1,2,4,2,2,2,3,1,1,1,1,1,1,4,2,1,1,1,2,1,3,4,3,3,4,3,2,3,3,1,3,1,2,2,2,3,2,1,1,1,1,1,5,4,3,3,5,3,10,1,2,2,0,0,0,1,3,"정보보안개론, 네트워크기초, OS기초",6,5,2,2,1,3,4,4,2,4,4,4,4,2,1,1,2,2,1,3,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,1,1,2,4,"정보보안의 중요성 증가, 투자확대",0,보안 프로그램,0,0,0,1,1,46,5,정보공학,1,1,0,1,50,6000,5800,0,135001
10073,5,4,5,5,4,5,3,2,4,3,3,3,3,4,3,4,4,4,2,2,4,2,2,1,1,2,2,3,4,2,2,2,1,2,2,4,4,4,3,2,4,3,3,3,1,2,1,1,2,1,3,2,1,1,1,1,3,5,5,3,3,3,4,13,2,4,2,0,0,0,1,6,고급다이빙 수중촬영,6,6,3,3,3,2,3,2,2,1,3,3,2,1,1,1,2,1,1,2,3,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,3,0,3,0,2,3,기초연구,연구원,"통계프로그램, 유전자분석프로그램 _",0,0,없음,4,1,37,5,생명과학,1,1,0,1,70,3000,3000,0,121104
10074,4,1,4,1,1,3,2,1,1,1,1,1,1,5,2,2,4,5,1,1,5,1,1,1,1,5,1,1,4,2,2,5,1,5,5,2,2,4,1,2,3,3,1,1,3,4,1,1,3,1,1,1,1,1,1,1,1,3,3,4,2,3,2,18,1,2,2,0,0,0,2,0,0,6,1,3,2,2,4,4,2,2,3,3,3,3,1,1,1,2,1,1,2,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,수공아닌 기계적인 직업이 많아져서,현장기사,"핀셋,집게",0,판매직,0,2,1,38,3,자동차,1,1,0,1,48,2800,2400,0,884201
10075,5,4,5,5,4,5,5,5,5,4,3,4,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,2,1,2,4,3,2,2,4,4,3,1,1,3,1,1,2,1,1,1,1,1,1,1,1,4,4,2,5,3,3,19,3,2,1,적업상담사 2급이상,0,0,1,1,"집단상담 프로그램 운영기법,전검지원서비스 운영기법,재취업지원을 위한 상담기법 등",3,5,4,3,3,4,5,3,3,3,4,4,4,1,1,1,2,1,1,1,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,4,새로 생기거나 없어지는 직업이 생기면서 전검지원서비스가 확대될것,컨설턴트,고용안전정보망,없음,강사,없음,3,2,26,4,교육학,1,1,0,1,40,2800,2600,0,22202
