idx,sq1,sq2,sq3,sq4,sq5,sq6,sq7,sq8,sq9,sq10,sq11,sq12,sq13,sq14,sq15,sq16,kq1_1,kq1_2,kq2_1,kq2_2,kq3_1,kq3_2,kq4_1,kq4_2,kq5_1,kq5_2,kq6_1,kq6_2,kq7_1,kq7_2,kq8_1,kq8_2,kq9_1,kq9_2,kq10_1,kq10_2,kq11_1,kq11_2,kq12_1,kq12_2,kq13_1,kq13_2,kq14_1,kq14_2,kq15_1,kq15_2,kq16_1,kq16_2,kq17_1,kq17_2,kq18_1,kq18_2,kq19_1,kq19_2,kq20_1,kq20_2,kq21_1,kq21_2,kq22_1,kq22_2,kq23_1,kq23_2,kq24_1,kq24_2,kq25_1,kq25_2,kq26_1,kq26_2,kq27_1,kq27_2,kq28_1,kq28_2,kq29_1,kq29_2,kq30_1,kq30_2,kq31_1,kq31_2,kq32_1,kq32_2,kq33_1,kq33_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq18_10,bq19,bq20,bq20_1,bq21_1,bq21_2,bq21_3,bq22,bq23,bq24,bq25,bq26,bq27,bq27_1,bq28,bq28_1,bq28_2,bq29,bq30,bq31_1,bq31_2,bq31_3,knowcode
18919,4,4,3,3,4,4,4,4,5,4,3,4,5,4,3,4,2,2,2,2,2,2,1,0,1,0,1,0,3,2,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,3,1,2,2, , , ,2, , ,7,2,3,3,3,4,3,3,3,4,3,3,3,3.0,3,3.0,4.0,3.0,4.0,4,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,경기침체,2,2.0,2,회사원, , ,1,38.0,4,금속공학,1,1, ,1,40,3800,3000, ,823301
18920,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,1,0,1,0,1,0,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,4,5,5,5,6,1,0,5,4,1,0,1,0,1,0,2,3,3,4,4,4,3,3,1,0,17,2,6,1,간호사면허증,보건교사,보험심사 간호사,1,4,보수교육,3,5,5,5,5,5,5,5,4,4,4,4,4,1.0,5,5.0,6.0,6.0,6.0,6,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,5,노령화,1,1.0,1, , , ,2,47.0,4,간호학,1,1, ,1,40,6500,3000, ,301004
18921,3,4,4,4,3,4,3,5,5,3,5,5,5,5,3,4,5,6,5,6,4,5,3,4,4,6,2,5,2,4,1,0,3,4,5,6,1,0,4,5,3,4,4,5,1,0,1,0,1,0,3,6,1,0,1,0,1,0,1,0,3,4,4,5,2,4,1,0,1,0,1,0,4,5,5,5,3,5,3,4,5,5,13,2,4,1,교통기사, , ,2, , ,7,6,4,4,4,5,2,4,4,1,3,4,3,3.0,3,3.0,2.0,5.0,3.0,2,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,"내부포탈, 관리스템 신규 구축 · 조직 개편",2.0,3,예산규모가 일정할 것으로 생각됨,2,3.0,4, ,"출연연구소 연구원, 대학교수, 대학행정원",스마트시티 센터 모니터링 요원,1,39.0,6,정보선업 도시공학과,1,1, ,1,47,8000,4000, ,140503
18922,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,3,2,3,2,2,2,3,2,4,2,2,1,0,2,4,1,0,1,0,1,0,1,0,2,5,1,0,1,0,1,0,2,2,3,5,4,6,1,0,2,4,2,3,3,4,5,6,1,0,4,5,2,3,1,0,3,4,3,4,3,4,2,2,13,2,4,2, , , ,2, , ,6,7,5,4,3,5,5,5,4,4,4,4,4,2.0,4,4.0,5.0,5.0,5.0,5,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,2,인구 감소로 인한 수요 감소,1,1.0,1,시간 강사, , ,1,43.0,6,정치학과,1,1, ,1,40.0,7000,6000, ,110201
18923,5,4,5,4,4,3,4,4,4,4,5,3,3,4,3,5,4,5,4,6,3,4,2,3,2,4,5,7,2,3,2,3,2,4,2,4,1,0,1,0,1,0,2,4,1,0,1,0,1,0,2,4,2,3,1,0,1,0,2,3,3,6,2,3,2,4,1,0,1,0,1,0,2,3,5,6,1,0,2,4,2,3,13,1,2,1,공인노무사, , ,1,4,"경영학(인사노무관리,경영관리)교육",6,5,5,4,4,5,5,3,3,4,3,4,3,2.0,4,3.0,4.0,4.0,4.0,2,3.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,"근로자의 노동권익의식 향상, 노동관계법 지속 개정으로 인한 업무량 증가",3,3.0,3,공공기관사무직,컨설턴트, ,2,30.0,4,법학과,1,1, ,1,60.0,4500,3500, ,22201
18924,5,4,4,4,4,4,3,4,4,3,4,2,2,4,3,2,3,5,5,7,4,4,3,4,4,4,4,4,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,3,4,1,0,1,0,3,4,2,2,5,7,5,6,3,5,3,5,2,3,1,0,1,0,1,0,3,5,1,0,19,4,1,2, , , ,1,6,다양한 분야의 독서,4,4,4,3,3,4,3,3,3,9,9,9,3,3.0,4,3.0,3.0,3.0,4.0,5,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,인터넷 번역 때문에,1,1.0,4,영어학원 강사, , ,1,45.0,4,영어영문학과,2, ,6, ,40, , ,4000,411201
18925,5,4,3,4,5,3,4,5,5,5,5,4,4,4,5,5,4,4,4,4,3,3,5,5,3,4,2,2,3,4,1,0,1,0,5,6,3,4,1,0,3,2,3,5,5,5,5,6,4,5,3,4,1,0,1,0,1,0,1,0,3,5,3,4,4,5,1,0,1,0,1,0,4,4,3,4,1,0,1,0,2,3,6,1,6,1,토양환경기술사/기사,폐기물처리기술사/기사,수질/대기 기사,1,3,- 토양/지하수 정화 관련 실무 교육_- R&D 수행 관련 교육,6,6,4,2,2,3,3,3,4,3,2,3,3,4.0,2,2.0,3.0,4.0,4.0,4,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,"토양정화시 환경안전관리, 유해화학물질 관리 등 측면이 상당히 강화되고 있음",2.0,4,토양/지하수 등 환경오염의 지속 증가 및 정화/복원을 위한 인식 개선,2,4.0,3, ,"연구소, 토양정화전문업체 등","위해성 평가, 유해화학물질 취급 관련 컨설팅 등",1,35.0,5,토목환경공학,1,1, ,1,45,8000,5000, ,155306
18926,5,5,5,5,4,4,4,5,4,5,5,5,5,4,4,5,3,4,2,3,3,2,4,4,5,6,2,2,1,0,2,2,3,3,3,2,1,0,1,0,1,0,2,2,1,0,1,0,1,0,5,6,4,5,1,0,5,5,5,6,5,5,4,4,2,2,4,5,1,0,3,4,2,2,3,2,2,4,4,4,1,0,19,4,1,1,피부 면허증, , ,1,6,"기술,테크닉",6,4,3,2,2,5,5,4,4,9,9,9,4,5.0,5,5.0,6.0,5.0,6.0,4,6.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,5,건강과 행복을 추구하기 때문에 증가,2,1.0,1,회사원, , ,2,50.0,2,문,2, ,6, ,50, , ,3000,511301
18927,3,4,2,1,1,3,3,4,4,3,3,4,3,2,1,1,2,2,2,2,2,2,3,4,3,4,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,2,2,2,2,2,2,2,4,4,8,1,2,1,1종대형면허, , ,2, , ,6,2,2,3,3,3,3,3,2,9,9,9,2,4.0,2,2.0,2.0,2.0,2.0,2,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,1, ,4,2.0,2,슈퍼운영, , ,1,52.0,2,공고,2, ,6, ,55, , ,2000,622304
18928,5,5,5,4,4,4,3,4,4,4,4,5,4,3,3,4,1,0,2,3,1,0,3,3,4,4,1,0,3,3,1,0,3,4,4,5,1,0,1,0,5,5,2,3,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,3,2,3,2,3,1,0,1,0,1,0,4,4,2,3,3,3,1,0,1,0,3,1,2,1,공조냉동기계기능사, , ,1,3,설치관련실습교육,3,2,4,3,2,4,4,2,3,3,4,4,3,3.0,3,2.0,4.0,4.0,3.0,3,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,3,기후변화로 인해서 냉동기 설치수요가 꾸준할것이다,3,3.0,3,없다,없다, ,1,30.0,4,기계과,1,1, ,1,40,3000,2000, ,811401
18929,3,3,3,2,4,3,4,3,4,2,3,4,2,2,2,2,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,3,4,1,0,8,1,3,1,자동차정비2급, , ,1,3,자동차정비교육,4,2,3,3,2,4,4,3,3,3,3,4,3,2.0,4,4.0,5.0,5.0,5.0,5,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,3.0,2,자동차시스템,3,4.0,2, ,자영업, ,1,39.0,2,이,1,1, ,1,44,3000,2000, ,812401
18930,4,5,4,4,3,4,4,4,5,4,3,4,4,2,3,5,2,3,2,3,3,4,2,2,4,5,3,4,1,0,1,0,4,5,4,5,4,5,1,0,4,5,2,2,4,5,3,4,1,0,4,5,3,4,4,5,1,0,2,2,4,5,2,2,2,2,2,2,2,3,2,2,4,5,2,2,3,4,4,5,4,5,8,2,5,2, , , ,2, , ,7,2,3,3,4,3,4,4,3,2,3,4,4,2.0,3,3.0,4.0,2.0,3.0,4,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,3,사무자동화 등 운송관련 소프트웨어 개발보급으로 업무량 감소,3,4.0,4, , , ,2,38.0,4,경영학과,1,1, ,1,40.0,3800,2800, ,28202
18931,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,2,3,3,4,2,3,2,2,3,4,2,4,4,5,1,0,2,5,2,5,2,4,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,4,7,1,0,1,0,2,4,2,4,1,0,1,0,1,0,1,0,3,4,3,4,2,4,2,4,1,0,10,1,3,1,측량및 지형 공간 정보기사,정보처리 기사,지적기사,1,3,"오토캐드, Arc Gis 교육",5,3,4,3,3,4,4,4,3,2,4,5,4,3.0,3,3.0,5.0,5.0,5.0,4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,공간정보 획득 장비의 도입과 공간 정보 데이터 가공 프로그램의 개발및 도입으로 기존에 비해 능률이 향상되었고 업무 난이도가 하락,3.0,2,자동화로,3,4.0,4, , , ,1,37.0,5,토목환경공학,1,1, ,1,40,3500,2800, ,140602
18932,2,4,2,3,4,3,4,2,2,3,4,4,3,2,2,3,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,3,4,2,3,1,0,14,1,4,2, , , ,2, , ,7,4,3,2,2,4,3,3,3,3,2,2,3,3.0,4,3.0,2.0,3.0,4.0,3,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3, ,3,2.0,3, , , ,1,32.0,3,경호학,1,1, ,1,40,2600,2000, ,541301
18933,4,4,2,1,3,2,2,3,2,2,4,3,3,3,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,4,4,3,5,1,0,3,4,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,14,1,2,1,산업기사,전기기사, ,2, , ,2,2,2,2,2,3,3,3,3,3,3,4,3,4.0,2,2.0,3.0,4.0,4.0,3,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3,일정규모의 시설들은 전기설비 조작원을 법적으로 고용해야해서 일자리는 유지될 듯,3,4.0,3, ,"건물,관리소장", ,1,28.0,3,산업기계,1,1, ,1,45,3000,2800, ,834001
18934,3,4,3,2,3,4,4,4,3,2,3,4,3,2,2,2,3,3,3,4,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,1,0,15,2,3,2, , , ,2, , ,7,5,4,3,4,4,4,3,4,4,3,4,4,2.0,4,4.0,5.0,4.0,4.0,5,4.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,세금 민원 증가되고 미납자들이 늘어나서,1,1.0,1, , , ,2,41.0,4,행정학과,1,1, ,1,48.0,4200,3200, ,25101
18935,4,3,4,3,5,4,5,3,3,3,5,4,3,4,4,4,2,3,3,4,2,3,2,4,5,6,1,0,2,4,1,0,4,5,3,4,1,0,1,0,3,3,2,3,4,4,4,5,2,3,4,5,1,0,1,0,1,0,4,5,5,5,1,0,2,4,1,0,1,0,1,0,5,5,3,4,1,0,3,5,1,0,13,2,3,1,KOLAS시험, , ,1,2,시험평가법개발 및 시험공인인증교육,6,5,4,4,4,5,4,5,4,3,3,3,4,3.0,4,3.0,5.0,5.0,5.0,5,5.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,새로운 제조장비 및 분석장비 도입,2.0,2,산업구조의 패러다임변화,2,2.0,2, ,"시험, 연구관련 컨설팅, 자문역", ,1,52.0,5,섬유공학과,1,1, ,1,40,9000,3500, ,156201
18936,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,4,2,3,2,4,2,3,1,0,2,3,3,2,1,0,1,0,3,1,3,2,3,3,3,3,1,0,2,3,2,3,1,0,2,3,2,2,2,3,2,3,2,2,1,0,1,0,1,0,2,2,2,4,2,3,2,4,2,3,2,3,1,1,1,2, , , ,1,2,식품재로 및 유통을 하는데 어떻게 생산을 해야할까?,1,1,3,3,3,3,3,3,3,3,3,3,3,2.0,4,4.0,5.0,5.0,5.0,5,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,기계화,3,3.0,3,수영관련 직업, , ,1,38.0,4,체육학,2, ,6, ,30, , , ,902201
18937,3,3,2,2,2,3,2,3,4,3,4,4,2,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,3,3,2,2,4,3,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,5,3,8,1,4,2, , , ,2, , ,7,1,3,3,2,3,2,2,3,2,3,3,3,3.0,3,3.0,4.0,3.0,3.0,3,3.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0, ,2.0,2,일이힘들고 임금은 낮아서,3,3.0,2,부두하역원, , ,1,60.0,1, ,1,1, ,1,48,4000,2400, ,624301
18938,5,5,5,4,4,5,5,4,4,4,5,4,5,5,5,5,4,4,4,2,3,3,3,4,4,5,3,5,1,0,1,0,3,4,1,0,1,0,1,0,4,3,3,4,4,4,3,3,3,4,4,5,3,4,4,4,1,0,4,4,4,4,3,4,3,3,1,0,3,4,3,3,3,4,3,3,3,5,4,2,3,3,4,1,5,1,전기기능사,정보통신기사, ,1,3,고객서비스 관련 실무 현장교육,3,4,3,3,3,3,3,4,3,3,3,3,3,3.0,3,3.0,4.0,5.0,3.0,4,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,원격검침제 도입으로 일자리가 감소 새롭게 재조정 될 것이다,3.0,2,정보통신과 인구감소,3,3.0,3,공무원,전기자격 취득 후 개인 사업,"힐링타운(농어촌 활용) 민박, 펜션 등",1,54.0,2,문,1,1, ,1,40,4000,2500, ,562101
18939,4,3,4,3,4,4,4,3,3,4,4,4,4,3,5,5,3,4,3,5,3,5,3,5,3,4,3,5,3,5,3,4,4,7,4,7,3,6,3,5,4,6,4,6,4,5,3,5,2,2,3,5,3,2,3,6,3,4,3,3,3,6,4,5,3,6,3,4,3,5,2,2,4,7,3,4,4,7,3,5,3,4,13,2,4,2, , , ,1,5,"전자회로도 작성, PCB설계, 디버깅, 펌웨어 등",6,5,4,4,4,4,4,3,4,4,4,4,4,3.0,3,3.0,4.0,4.0,4.0,4,5.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,"이터켓 필드버스를 사용하여 실시간성 보장한 제어시스템 구축, 3d프린트를 활용한 시작품제작,",2.0,3,"로봇이 할수있는 일보다 아직은 할수 없는 일이 많고, 할수 없는일을 할 수 있는 로봇을 만들기위해 많은 노력이 필요하다.",1,3.0,1,선박자동회시스템 연구 개발,"전장 구성, 시스템 구성 등. 많은곳에서 활용 가능 할것 같다.", ,1,31.0,4,전자공학,1,1, ,1,50,5000,3000, ,151201
18940,4,4,4,5,5,5,4,4,4,4,4,5,5,5,4,4,4,3,4,5,4,4,4,5,4,5,4,5,5,5,3,3,2,5,4,5,3,5,2,4,4,4,3,4,3,5,3,5,2,3,2,5,3,5,2,3,2,3,3,4,2,4,2,4,3,4,1,0,1,0,1,0,3,3,1,0,1,0,3,4,2,2,3,1,2,2, , , ,2, , ,6,2,4,2,2,3,2,1,1,3,3,3,3,4.0,2,2.0,2.0,2.0,2.0,3,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,경영상 직원 구조조정함,1.0,1,기계 제조화와 3D업종,2,3.0,2,건설업종에 시공감리, , ,1,55.0,5,It뿌리산업협동신소재과,1,1, ,1,48,5000,4000, ,823301
18941,3,4,3,2,2,2,2,4,4,2,3,5,3,3,2,2,1,0,1,0,1,0,2,3,3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,2,2,2,1,0,19,4,1,1,이용사 자격증, , ,1,4,숙련과정,7,1,4,2,2,4,3,2,2,9,9,9,3,2.0,4,4.0,4.0,4.0,4.0,3,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,1,미용실 이용의 증가,2,2.0,2, , , ,1,64.0,2,상업,2, ,6, ,48, , ,1600,511101
18942,4,3,3,3,3,2,3,4,2,2,2,4,2,3,2,3,2,3,2,4,2,3,1,0,1,0,2,3,1,0,1,0,3,4,3,3,2,3,1,0,3,3,2,3,2,3,2,3,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,3,4,2,3,1,0,2,3,2,4,3,4,3,4,1,0,3,1,6,2, , , ,2, , ,3,5,3,4,3,4,3,4,4,4,4,4,4,3.0,3,3.0,5.0,5.0,4.0,4,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,경기침체,4,3.0,4, , , ,1,41.0,4,전자공학,1,1, ,1,48,6500,4000, ,153201
18943,2,4,4,1,1,3,3,4,4,3,3,4,3,1,1,1,2,2,2,2,2,2,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,4,1,0,2,2,2,2,4,5,8,1,2,1,1종대형면허증, , ,1,1,교통안전교육,7,1,4,2,2,4,3,3,3,9,9,9,3,4.0,2,2.0,2.0,2.0,1.0,2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,전화로 수주하던 물량을 앱으로 수주받고 움직인다,2.0,2,자율주행의영향,3,2.0,2,육고기체인점운영, , ,1,52.0,2,공고,2, ,6, ,50, , ,3000,622304
18944,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,2,3,2,4,2,3,1,0,3,3,3,3,2,3,1,0,1,0,1,0,2,2,2,4,1,0,1,0,2,3,2,4,2,2,3,3,1,0,1,0,2,4,2,4,2,3,1,0,1,0,1,0,2,3,2,3,2,4,2,4,2,2,13,2,2,2, , , ,1,1,과수 관리법. 나무전정. 유인.가지치기. 과수접목,7,4,4,3,3,3,3,3,1,3,3,3,3,4.0,3,3.0,4.0,4.0,4.0,2,2.0,3.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,업무 피로도 높고. 인력 감소로 업무 과다,1.0,2,젊은층 농사 기피,3,3.0,3,영양사 업무,과수 농사, ,2,49.0,3,식품영양학,1,1, ,1,40.0,4000,2100, ,122301
18945,3,3,2,2,1,3,2,3,3,2,4,3,2,1,1,3,1,0,1,0,1,0,3,4,3,2,1,0,1,0,1,0,1,0,3,4,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,2,2,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,19,1,2,1,보일러시공기능사, , ,2, , ,5,2,3,2,2,4,5,2,3,2,3,3,3,2.0,3,3.0,5.0,4.0,4.0,3,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,보일러 부품 고급화와 고장률이 적어서,3,3.0,3,배관공, , ,1,49.0,2,인문계,1,2, ,2,38,3300,2400, ,811501
18946,4,3,4,3,5,4,3,4,4,4,4,5,4,3,3,4,2,3,3,4,1,0,1,0,2,5,1,0,1,0,1,0,2,3,2,3,1,0,1,0,2,3,2,5,2,5,1,0,1,0,1,0,1,0,3,4,1,0,2,3,3,4,1,0,3,4,1,0,1,0,1,0,3,4,3,4,2,4,2,4,1,0,15,2,3,1,항공종사자 자격증명,항공무선통신사, ,1,2,"산림항공 4대 임무(산불진화, 산악구조, 항공방제, 화물운반)",6,5,5,4,4,3,3,3,3,3,3,3,3,3.0,3,3.0,4.0,4.0,4.0,3,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,신규헬기도입으로 기종전환 필요,2.0,3,"기후, 환경 변화로 미래 대형재난 발생이 예상되므로..",2,3.0,3,군인,민간헬기 조종사,드론조종사,1,49.0,5,항공안전관리학,1,3, ,2,52,9000,8000, ,621102
18947,5,5,5,3,5,5,5,3,4,4,4,5,4,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,5,4,1,0,2,2,1,0,1,0,1,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,4,1,0,1,0,1,0,4,4,3,1,2,1,지게차 자격증, , ,1,1,안전교육,5,1,4,2,2,2,3,3,3,2,3,5,3,3.0,2,2.0,2.0,2.0,2.0,2,1.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3,사람이 하는일이라서,2,2.0,1, , , ,1,40.0,2,건축과,1,1, ,1,48,4000,3000, ,623002
18948,5,4,4,5,4,4,5,5,5,5,5,4,3,4,2,4,3,4,3,4,3,5,1,0,4,5,2,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,4,3,5,5,7,3,5,2,5,3,6,5,7,3,5,3,5,2,5,4,4,2,4,4,6,3,4,2,5,2,6,2,5,1,0,17,1,2,1,의사면허증, , ,2, , ,5,5,5,4,4,5,5,4,5,9,9,9,5,1.0,5,4.0,5.0,5.0,6.0,5,5.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,4,현대인의 정신질환 고도 환자들의 증가로 인해서,3,3.0,3, , , ,2,40.0,4,의학,2, ,5, ,40, , ,16000,301107
18949,4,5,4,4,5,3,4,3,3,4,4,5,5,3,5,3,3,4,3,3,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,4,4,4,5,2,3,2,2,5,5,5,5,3,4,3,4,2,2,4,4,5,7,3,2,3,4,2,4,2,3,1,0,16,5,2,1,중등교원 자격증, , ,1,2,생활지도,2,5,4,2,2,3,4,4,3,4,4,3,4,3.0,3,3.0,4.0,4.0,4.0,2,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,새로운 기술의 발달로 수업및 업무 방식의 변화,3.0,1,출산율 저하,3,4.0,3, ,교육상담사,학원 강사,1,25.0,4,윤리교육학,1,1, ,1,40,4000,3600, ,212101
18950,4,3,4,3,3,3,5,3,3,3,3,2,3,2,2,2,1,0,1,0,1,0,2,3,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,4,2,2,1,0,1,0,2,3,1,0,2,2,1,0,2,2,2,2,3,3,4,3,1,0,2,3,1,0,1,0,1,0,1,0,2,3,1,0,16,1,2,2, , , ,2, , ,7,4,4,2,2,4,3,3,3,3,4,4,4,3.0,3,2.0,4.0,4.0,3.0,2,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,인터넷 발달로 인터넷으로 공부가 가능해서,4,3.0,4,여성옷가게 판매원, , ,2,46.0,3,문예창작,1,3, ,2,30,2400,1800, ,214501
